,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Hogwarts House
0,-0.40422551589132133,1.2837452929703372,0.36556282325391887,-1.205031877667118,1.1574352377997814,-0.2450440194575762,-0.9578837448582572,0.36239415794852053,0.39231346405627643,-0.5762108511601711,0.37594492808780544,-0.14902971593861505,-0.388581006304195,Hufflepuff
1,-0.18895577298501226,-0.7436252904664271,0.35520462055485397,0.8488434034089345,0.756855298853265,1.50286718216521,1.0657577273458432,0.8560633369022453,0.41901267714196555,0.8671843770859928,0.5631863035166856,1.3623067768543513,-0.5213737216626483,Ravenclaw
2,-0.2963005234908537,0.5696758123489826,-1.3698846144535732,-0.481627056071629,0.3360882713016721,-0.7666640929133254,0.923126154368781,-1.7797819153856604,-1.8538709021749478,-1.1177936360357608,-1.482861474428961,-1.1243391189487484,1.857233769184458,Gryffindor
3,0.7672248451694532,0.7347987145308829,0.7317103496870498,-1.5399215188491315,-2.777587732580114,-0.41049186715370223,-0.6243801958852739,-2.1355737958847665,0.324197768769528,-0.282032548124162,1.103329949465147,-0.09573420780592977,-0.3626317968947504,Slytherin
4,-2.5572710900911875,0.5089344612512646,0.5008194805494085,-0.42009160686565195,0.401027459946918,-0.4115794436621457,-1.0295350994043393,0.0705876284435692,0.4867015430053527,-0.8497784924605681,0.12600601641959433,-0.09360981255141458,-0.32029361312144605,Hufflepuff
5,0.7125080345062054,-0.9551038386286079,-1.585069913911523,1.0630867026344029,-2.3952491387586674,-0.5603154924732201,-1.2858700375280636,0.5794209164824327,0.8804103041302732,1.319310796541429,-1.9777484716242137,-1.1970956459609847,-1.576151302516186,Slytherin
6,-0.11752799575653072,-0.9663193295535034,0.6023557243258222,1.0744488185514283,0.4083239979969457,1.2790847863580144,1.36373350710382,0.22436474248177193,0.3816112417391371,0.6908058113774445,-1.0517823485121796,1.3286647894365735,0.097730290684951,Ravenclaw
7,-0.3826985416006904,1.2439328499914315,0.554930002787139,-1.1646989493008555,0.4550218415171225,-0.688775102060911,-0.8007663384415369,0.4642928146648555,0.5950971071020711,0.4555921214986468,0.5500208126874487,-0.31546703196022596,-0.104190278080039,Hufflepuff
8,-1.2286331997761837,-1.0057014293839581,1.1434322059286428,1.114345777706041,0.32806207944664184,1.4837084885594707,0.9564399670698184,0.12613819499756274,0.26996034407678604,0.05358763840978779,0.4177765926500336,1.5761167320385376,0.39409757709808146,Ravenclaw
9,-0.8766584664959489,0.5688822650870645,1.0324982221353527,-0.48082313442112523,-0.14232140684513878,-0.4119622662317252,-0.7398390167469306,0.48226391878522773,0.1818153333934344,0.05078599126277983,-0.13721270446163583,0.047294655866984295,0.2408186437848034,Hufflepuff
10,-0.074764168122582,1.5546945258430085,1.1737465599217072,-1.4795233477368557,0.22153262391623846,-0.4347132969497229,-1.3705660607852388,-0.16781855249358948,0.4455106413908087,-1.1977095294600915,-1.167587573819185,-0.549939996650706,0.15939905960537196,Hufflepuff
11,-0.10371823866442788,-1.165454639304382,-1.1829082551688623,1.2761875108399512,-2.0532847221473727,-1.5764005875530465,-0.9640997728344779,0.41114517024532016,0.5435717915963824,0.9813828487685173,0.21850318380162992,-0.7142930219668383,-1.0261751435751232,Slytherin
12,0.344576649123751,-0.837838251968992,-1.6860342107672446,0.9442880519443134,-1.2881210986344762,0.0007350126773982997,-0.17531959158101768,0.741369292353802,0.07959167427898119,1.4702901559518857,-1.988145145596518,-0.6313373352132652,-1.0867933372158096,Slytherin
13,0.6890082377738456,-0.8482690880720224,-1.0641097644613553,0.9548552549056254,-2.4708899165439537,-0.48649974034841126,-1.0247406317505812,0.13702203656292652,0.6212955202494115,0.8613754752573178,0.7293372287716822,-1.1338496262909674,-0.9170203720106985,Slytherin
14,-0.15065980793968503,-0.8462544234587571,-0.7430573761972445,0.9528142517053966,-1.9615915606520256,-0.5862684147655782,-0.6754130766195044,0.009876194421595359,0.5874821350698777,1.0334838086373288,-0.8929611347357211,-0.7173008631443446,-0.4140049280737723,Slytherin
15,0.5483576025164619,0.9327779019861944,0.6547238615223157,-1.5399215188491315,0.4912613138322599,-0.7491539876390384,-1.6605267442837728,1.0719632661730616,0.8584693539587585,-0.3612071893167279,-0.7734607522249716,-0.22796005181348622,-1.1988897195634913,Hufflepuff
16,-0.47547922055141495,-0.5850749305635445,0.6583889296670837,0.6882202456741418,0.7293716721981612,1.1127453797636182,0.9144220275414711,0.1383837183336379,0.2360631256151478,0.06396260620669678,0.1642433188244529,1.188824810333951,0.13544594322742307,Ravenclaw
17,0.343068020197723,-0.8616044256385191,-1.0741199271080886,0.968364931141631,-1.913920845391845,-0.922624387125173,-1.024839571502058,0.3392651168560612,0.9255836365877201,1.2847288370422658,1.5298826673716808,-0.8823058738433335,-1.0395174496277528,Slytherin
18,-0.6545998934225137,-0.7423042711285313,0.9444423819032575,0.8475051138105286,0.7232912238231379,1.6900844828388777,1.1846690512671085,0.13525008480261164,0.8725061020628149,0.5738449083332373,0.1231258396939449,1.5786948816192607,0.014524728529970722,Ravenclaw
19,-0.14178210695190463,1.087858980739687,0.10872581341659064,-1.0065846584568732,0.1843202798610977,-0.6148184904748766,-1.2257918419359695,0.6221648155637313,0.8352740629601735,0.4307144676374343,-0.43284435288869033,-0.5381882179396478,-0.7144694580778678,Hufflepuff
20,1.171769494102819,0.6258557921209049,1.0148237734116194,-0.5385415011600557,0.247313725026336,-0.8646153636467915,-1.344768028637795,-2.1355737958847665,0.8435371479694679,-1.0584840923407839,-1.0502407398368208,-0.2120225040275934,-0.6629912693708724,Hufflepuff
21,0.229746778177232,-0.772060839634699,-1.1392868404951646,0.877650702882291,-2.074444682492453,-0.4357596128001076,-0.6659215069826774,0.6368223859970588,0.2246008713646631,1.4104501968378769,0.7254848958053661,-0.8833474462739469,-0.8177410080757788,Slytherin
22,-2.2305368792271913,-0.6386311003224342,0.22961436784650144,0.7424765785397544,0.49977394155729216,0.6326298874682439,0.5605872097784637,0.1363646919959991,0.3533365816985528,0.8228696142168677,0.005692469077147202,1.0520694439741254,0.34482559647852873,Ravenclaw
23,1.4940938665676564,-1.1360689928439769,0.43886999071241434,1.2464176930392248,0.471803879032186,2.05782969620102,1.426578724525401,0.5839205302324939,0.795685631903643,0.5194660069983257,-0.8337628055522721,1.4215847378585735,-0.9058842740455118,Ravenclaw
24,0.390937976504382,1.1202201906669331,-2.0300588372781414,-1.0393689405601538,0.9275942892239113,-0.7374387396611206,-0.056905623830795504,0.4689906295553959,0.581008159674218,0.9621880838864222,0.7484568299549734,-0.18918811965220056,-0.15503812161919361,Gryffindor
25,-0.6712528357982848,0.6901402110343002,0.4598096538879828,-0.6036663382486664,0.25047555818134815,-0.08142560896740653,-0.8902077123266204,0.920525611154417,0.15244278522452598,0.08342671881792674,-0.7710395636317646,-0.007022945343927044,-0.4382732170356416,Hufflepuff
26,-0.459116399122957,-1.060585969274563,0.06615141289081196,1.1699478470640043,0.2169114831512209,1.6455510902172015,1.3968624758487755,0.8677171863549823,0.5679930917018217,1.768447675748527,1.9950901524655729,1.3366788241777163,-0.4513003505043505,Ravenclaw
27,0.9663638634051548,-0.8726039343125364,-2.0300588372781414,0.9795082411778497,-2.2785045299582247,-0.32088959718049126,-0.8830936121524313,0.4611980022807823,0.22215749922920133,0.7547979839688058,1.27565950586406,-1.0651723048375679,-1.065676774093144,Slytherin
28,1.3948144783971186,0.9789498597081616,-1.0922349049434672,-0.8962517211054878,0.3146850930215915,-0.37392722515177884,1.3419573180966058,-1.5287150806895047,-1.464034044058628,-0.6238558078180227,0.9700243154202066,-1.2124660008391208,1.5136956527112437,Gryffindor
29,0.8889595946620237,-1.1989843183509856,0.3678609541623433,1.3101555379677259,0.33268322021165936,1.673172975894443,1.0903992914147627,0.21650298907048418,0.7504300356097338,0.15428761540614733,0.009543118265927306,1.2612650843309492,-0.6547967821889424,Ravenclaw
30,0.23253193927143762,0.9635762492189293,0.9367556601830395,-0.8806771247180825,0.6503258433228618,-0.5697407778152043,-0.8908318026696902,0.0499744283847834,0.4738611183932399,-0.8701107178996432,1.3054498503395933,-0.11655878135261459,-0.06710497070540763,Hufflepuff
31,0.0365262272667174,0.506181948753021,0.487227232518029,-0.41730310957404576,0.5698207068375569,-1.5764005875530465,-0.54471656970668,0.28493698489574065,0.5634529867816666,-0.03580599440360311,-0.6075642675569616,0.04217616956605778,-0.2375082810783596,Hufflepuff
32,1.4893358830317218,0.7769390107199963,-1.1747067245253053,-0.6915998964042332,0.1653492809310258,-0.9395912562255232,1.1838880901836237,-1.7962096541175059,-1.7321786702551814,-1.0758102473484472,-0.8058148573030938,-1.3881846553513333,1.7279079522491287,Gryffindor
33,0.8683610074027946,0.811633628395953,0.7451349503535133,-0.7267480919108665,0.24998912231134618,-0.7609360399221716,-1.1423925608072065,0.4876284518927176,0.7697264068053931,-0.38193961838421825,-1.0112550921723493,-0.289146989351701,-0.6410342460244192,Hufflepuff
34,-0.48667788911770005,0.9841146917009576,0.35825941512872767,-0.9014840751938712,0.06976463247566403,0.032268276015676535,-1.3412275692465643,0.2466194424445268,0.28091873915774224,-0.8425270972926281,-0.5866719107483329,-0.44910799362653736,-0.4034991752764263,Hufflepuff
35,0.1747978707561337,-0.5865922567782665,1.5687917912293856,0.6897574085545775,0.9441331088039738,1.0121242467158509,0.8692138153317618,0.8218036920061683,0.7577014308272045,0.43473321156840394,2.0976532475374565,1.6902336533911055,-0.23341103748739472,Ravenclaw
36,-0.1549535979599187,1.2548651922194203,-0.853709345989347,-1.1757742147948758,0.6092220123077063,-0.4325849359376309,1.431721616014153,-1.595333912971531,-1.336179323487345,-0.046383507923808,-2.608600203528416,-0.9735425770501862,2.042240075945721,Gryffindor
